seed,regime,phase,candidate,draw,placement,action_loss,service_violation,quality_loss,delay_s,deadline_s
120,qpu_opportunity,2,0,0,classical,1.0,1,0.014436959281245158,0.005265420186333358,0.35
120,qpu_opportunity,2,0,1,classical,0.08005980985626623,0,0.08005980985626623,0.005265210056677461,0.35
120,qpu_opportunity,2,0,2,classical,1.0,1,0.0062291686777490324,0.005352920270524919,0.35
120,qpu_opportunity,2,0,3,classical,1.0,1,0.5738292037900561,0.005328750121407211,0.35
120,qpu_opportunity,2,0,4,classical,0.1781676152188882,0,0.1781676152188882,0.005075624794699252,0.35
120,qpu_opportunity,2,0,5,classical,1.0,1,0.2892050740589693,0.005313539877533913,0.35
120,qpu_opportunity,2,0,6,classical,0.2011065285750439,0,0.2011065285750439,0.005072500207461417,0.35
120,qpu_opportunity,2,0,7,classical,1.0,1,0.6130099544950551,0.004971669986844063,0.35
120,qpu_opportunity,2,0,8,classical,0.00770851541560303,0,0.00770851541560303,0.004889374831691384,0.35
120,qpu_opportunity,2,0,9,classical,1.0,1,0.2892050740589693,0.005214374978095293,0.35
120,qpu_opportunity,2,0,10,classical,0.08005980985626623,0,0.08005980985626623,0.005004795384593308,0.35
120,qpu_opportunity,2,0,11,classical,0.0,0,0.0,0.005166454939171672,0.35
120,qpu_opportunity,2,0,12,classical,1.0,1,1.0172257687763837,0.005274584982544184,0.35
120,qpu_opportunity,2,0,13,classical,1.0,1,0.30339978702985887,0.005226460052654147,0.35
120,qpu_opportunity,2,0,14,classical,0.06846506302782733,0,0.06846506302782733,0.005018750089220703,0.35
120,qpu_opportunity,2,0,15,classical,1.0,1,0.5508902904339003,0.005275625153444707,0.35
120,qpu_opportunity,2,0,16,classical,0.08776832527186926,0,0.08776832527186926,0.005062710260972381,0.35
120,qpu_opportunity,2,0,17,classical,0.0,0,0.0,0.004926664987578988,0.35
120,qpu_opportunity,2,0,18,classical,1.0,1,0.014436959281245158,0.00529187498614192,0.35
120,qpu_opportunity,2,0,19,classical,1.0,1,0.31214398741512517,0.005330624990165234,0.35
120,qpu_opportunity,2,0,20,classical,0.030647428771758925,0,0.030647428771758925,0.005148540367372334,0.35
120,qpu_opportunity,2,0,21,classical,0.0,0,0.0,0.005015624919906259,0.35
120,qpu_opportunity,2,0,22,classical,0.00770851541560303,0,0.00770851541560303,0.005000205128453672,0.35
120,qpu_opportunity,2,0,23,classical,1.0,1,0.28873317312278957,0.005315835005603731,0.35
120,qpu_opportunity,2,0,24,classical,0.08005980985626623,0,0.08005980985626623,0.005193539545871317,0.35
120,qpu_opportunity,2,0,25,classical,0.030647428771758925,0,0.030647428771758925,0.004900415078736842,0.35
120,qpu_opportunity,2,0,26,classical,1.0,1,0.635948867851211,0.005173954996280372,0.35
