seed,regime,phase,candidate,draw,placement,action_loss,service_violation,quality_loss,delay_s,deadline_s
120,qpu_opportunity,2,0,0,classical,1.0,1,0.014436959281245158,0.005676249857060611,0.35
120,qpu_opportunity,2,0,1,classical,0.08005980985626623,0,0.08005980985626623,0.005549165070988238,0.35
120,qpu_opportunity,2,0,2,classical,1.0,1,0.0062291686777490324,0.00666750012896955,0.35
120,qpu_opportunity,2,0,3,classical,1.0,1,0.5738292037900561,0.005556875257752836,0.35
120,qpu_opportunity,2,0,4,classical,0.1781676152188882,0,0.1781676152188882,0.0052612501895055175,0.35
120,qpu_opportunity,2,0,5,classical,1.0,1,0.2892050740589693,0.005700414767488837,0.35
120,qpu_opportunity,2,0,6,classical,0.2011065285750439,0,0.2011065285750439,0.005515000084415078,0.35
120,qpu_opportunity,2,0,7,classical,1.0,1,0.6130099544950551,0.005525834858417511,0.35
120,qpu_opportunity,2,0,8,classical,0.00770851541560303,0,0.00770851541560303,0.005217500147409737,0.35
120,qpu_opportunity,2,0,9,classical,1.0,1,0.2892050740589693,0.005500419647432864,0.35
120,qpu_opportunity,2,0,10,classical,0.08005980985626623,0,0.08005980985626623,0.005127079784870148,0.35
120,qpu_opportunity,2,0,11,classical,0.0,0,0.0,0.005224584601819515,0.35
120,qpu_opportunity,2,0,12,classical,1.0,1,1.0172257687763837,0.005490835173986852,0.35
120,qpu_opportunity,2,0,13,classical,1.0,1,0.30339978702985887,0.005412920145317912,0.35
120,qpu_opportunity,2,0,14,classical,0.06846506302782733,0,0.06846506302782733,0.005188749637454748,0.35
120,qpu_opportunity,2,0,15,classical,1.0,1,0.5508902904339003,0.005636250134557486,0.35
120,qpu_opportunity,2,0,16,classical,0.08776832527186926,0,0.08776832527186926,0.00654041999951005,0.35
120,qpu_opportunity,2,0,17,classical,0.0,0,0.0,0.006267704884521663,0.35
120,qpu_opportunity,2,0,18,classical,1.0,1,0.014436959281245158,0.005348750273697078,0.35
120,qpu_opportunity,2,0,19,classical,1.0,1,0.31214398741512517,0.005905829602852464,0.35
120,qpu_opportunity,2,0,20,classical,0.030647428771758925,0,0.030647428771758925,0.005334794986993074,0.35
120,qpu_opportunity,2,0,21,classical,0.0,0,0.0,0.006417499971576035,0.35
120,qpu_opportunity,2,0,22,classical,0.00770851541560303,0,0.00770851541560303,0.005828330176882446,0.35
120,qpu_opportunity,2,0,23,classical,1.0,1,0.28873317312278957,0.005346664693206549,0.35
120,qpu_opportunity,2,0,24,classical,0.08005980985626623,0,0.08005980985626623,0.005176664562895894,0.35
120,qpu_opportunity,2,0,25,classical,0.030647428771758925,0,0.030647428771758925,0.005194789846427739,0.35
120,qpu_opportunity,2,0,26,classical,1.0,1,0.635948867851211,0.018053125240840018,0.35
120,qpu_opportunity,2,0,27,classical,0.00770851541560303,0,0.00770851541560303,0.00600125000346452,0.35
120,qpu_opportunity,2,0,28,classical,0.022938913356155895,0,0.022938913356155895,0.005768125411123037,0.35
120,qpu_opportunity,2,0,29,classical,1.0,1,0.7217411986864757,0.005997709813527763,0.35
120,qpu_opportunity,2,0,30,classical,0.06846506302782733,0,0.06846506302782733,0.005718960310332477,0.35
120,qpu_opportunity,2,0,31,classical,0.08005980985626623,0,0.08005980985626623,0.005528954789042473,0.35
120,qpu_opportunity,2,0,32,classical,1.0,1,0.09964265908238187,0.005370210274122655,0.35
120,qpu_opportunity,2,0,33,classical,1.0,1,0.3873128794215912,0.005678540328517556,0.35
120,qpu_opportunity,2,0,34,classical,1.0,1,0.687489510423286,0.006007915362715721,0.35
120,qpu_opportunity,2,0,35,classical,0.1781676152188882,0,0.1781676152188882,0.005477084778249264,0.35
120,qpu_opportunity,2,0,36,classical,0.07667285363132327,0,0.07667285363132327,0.005435204948298633,0.35
120,qpu_opportunity,2,0,37,classical,1.0,1,0.014436959281245158,0.005830834852531552,0.35
120,qpu_opportunity,2,0,38,classical,0.06846506302782733,0,0.06846506302782733,0.005560209974646568,0.35
120,qpu_opportunity,2,0,39,classical,0.0,0,0.0,0.005391454906202853,0.35
120,qpu_opportunity,2,1,0,classical,1.0,1,0.014436959281245158,0.005651874816976488,0.35
120,qpu_opportunity,2,1,1,classical,1.0,1,0.014436959281245158,0.005427920259535313,0.35
120,qpu_opportunity,2,1,2,classical,0.00770851541560303,0,0.00770851541560303,0.005086250021122396,0.35
120,qpu_opportunity,2,1,3,classical,1.0,1,0.014436959281245158,0.005372290033847094,0.35
120,qpu_opportunity,2,1,4,classical,0.00770851541560303,0,0.00770851541560303,0.005933750071562827,0.35
120,qpu_opportunity,2,1,5,classical,1.0,1,0.3039025840033074,0.005592914531007409,0.35
120,qpu_opportunity,2,1,6,classical,0.08776832527186926,0,0.08776832527186926,0.005754375015385449,0.35
120,qpu_opportunity,2,1,7,classical,1.0,1,0.3039025840033074,0.005556669784709811,0.35
120,qpu_opportunity,2,1,8,classical,1.0,1,0.2805253825192938,0.005518540274351835,0.35
120,qpu_opportunity,2,1,9,classical,1.0,1,0.014436959281245158,0.005552084767259657,0.35
120,qpu_opportunity,2,1,10,classical,0.08005980985626623,0,0.08005980985626623,0.005426250281743705,0.35
120,qpu_opportunity,2,1,11,classical,1.0,1,0.12258157243853758,0.006968959933146834,0.35
120,qpu_opportunity,2,1,12,classical,1.0,1,0.0062291686777490324,0.006767085287719965,0.35
120,qpu_opportunity,2,1,13,classical,0.08005980985626623,0,0.08005980985626623,0.009017920237965882,0.35
120,qpu_opportunity,2,1,14,classical,1.0,1,0.2892050740589693,0.006950204842723906,0.35
120,qpu_opportunity,2,1,15,classical,1.0,1,0.749725404773364,0.00556083454284817,0.35
120,qpu_opportunity,2,1,16,classical,1.0,1,0.28873317312278957,0.005718125030398369,0.35
120,qpu_opportunity,2,1,17,classical,0.06846506302782733,0,0.06846506302782733,0.0054902100237086415,0.35
120,qpu_opportunity,2,1,18,classical,1.0,1,0.6574413289260497,0.005384375108405948,0.35
120,qpu_opportunity,2,1,19,classical,1.0,1,1.0643667928115554,0.005524375010281801,0.35
120,qpu_opportunity,2,1,20,classical,0.030647428771758925,0,0.030647428771758925,0.005399165092967451,0.35
120,qpu_opportunity,2,1,21,classical,1.0,1,0.5266179877669395,0.00543770962394774,0.35
120,qpu_opportunity,2,1,22,classical,1.0,1,0.2805253825192938,0.005737709579989314,0.35
120,qpu_opportunity,2,1,23,classical,0.07667285363132327,0,0.07667285363132327,0.0055587501265108585,0.35
120,qpu_opportunity,2,1,24,classical,0.06846506302782733,0,0.06846506302782733,0.005372085142880678,0.35
120,qpu_opportunity,2,1,25,classical,1.0,1,0.5189094723513364,0.005376039771363139,0.35
120,qpu_opportunity,2,1,26,classical,1.0,1,0.9183710509950788,0.005360835348255932,0.35
120,qpu_opportunity,2,1,27,classical,1.0,1,0.2805253825192938,0.005491250194609165,0.35
120,qpu_opportunity,2,1,28,classical,0.00770851541560303,0,0.00770851541560303,0.0053516647312790155,0.35
120,qpu_opportunity,2,1,29,classical,1.0,1,0.014436959281245158,0.005523954750970006,0.35
120,qpu_opportunity,2,1,30,classical,1.0,1,0.0062291686777490324,0.005669585079886019,0.35
120,qpu_opportunity,2,1,31,classical,0.08776832527186926,0,0.08776832527186926,0.004938335041515529,0.35
120,qpu_opportunity,2,1,32,classical,0.00770851541560303,0,0.00770851541560303,0.004966665292158723,0.35
120,qpu_opportunity,2,1,33,classical,0.06846506302782733,0,0.06846506302782733,0.004975830088369548,0.35
120,qpu_opportunity,2,1,34,classical,1.0,1,0.6130099544950551,0.005260000471025705,0.35
120,qpu_opportunity,2,1,35,classical,0.06846506302782733,0,0.06846506302782733,0.0050806248327717185,0.35
120,qpu_opportunity,2,1,36,classical,0.3661384783533855,0,0.3661384783533855,0.0052612501895055175,0.35
120,qpu_opportunity,2,1,37,classical,1.0,1,0.09964265908238187,0.005372919840738177,0.35
120,qpu_opportunity,2,1,38,classical,0.00770851541560303,0,0.00770851541560303,0.005464375135488808,0.35
120,qpu_opportunity,2,1,39,classical,0.3661384783533855,0,0.3661384783533855,0.005191459786146879,0.35
120,qpu_opportunity,2,2,0,qpu_A,1.0,1,0.0,1.464547905398364,0.35
120,qpu_opportunity,2,2,1,qpu_A,0.06846506302782733,0,0.06846506302782733,0.2038650065123772,0.35
120,qpu_opportunity,2,2,2,qpu_A,0.0,0,0.0,0.19966567915133684,0.35
120,qpu_opportunity,2,2,3,qpu_A,0.0,0,0.0,0.20068017773413097,0.35
120,qpu_opportunity,2,2,4,qpu_A,0.0,0,0.0,0.1986287695660225,0.35
120,qpu_opportunity,2,2,5,qpu_A,0.00770851541560303,0,0.00770851541560303,0.20230690403128895,0.35
120,qpu_opportunity,2,2,6,qpu_A,0.0,0,0.0,0.21399785316774456,0.35
