seed,regime,phase,candidate,draw,placement,action_loss,service_violation,quality_loss,delay_s,deadline_s
120,qpu_opportunity,1,0,0,classical,1.0,1,1.2003607738909847,0.005295000155456364,0.35
120,qpu_opportunity,1,0,1,classical,1.0,1,0.30339978702985887,0.005361874937079847,0.35
120,qpu_opportunity,1,0,2,classical,1.0,1,0.49490229894370485,0.005237080040387809,0.35
120,qpu_opportunity,1,0,3,classical,1.0,1,0.2969135894745723,0.004979164805263281,0.35
120,qpu_opportunity,1,0,4,classical,1.0,1,0.749725404773364,0.004956874763593078,0.35
120,qpu_opportunity,1,0,5,classical,1.0,1,0.3039025840033074,0.0050591700710356236,0.35
120,qpu_opportunity,1,0,6,classical,0.07667285363132327,0,0.07667285363132327,0.005023545236326754,0.35
120,qpu_opportunity,1,0,7,classical,1.0,1,0.5189094723513364,0.005250000394880772,0.35
120,qpu_opportunity,1,0,8,classical,0.1781676152188882,0,0.1781676152188882,0.005049790488556027,0.35
120,qpu_opportunity,1,0,9,classical,0.022938913356155895,0,0.022938913356155895,0.005233540432527661,0.35
120,qpu_opportunity,1,0,10,classical,1.0,1,0.5672535933843681,0.005269790417514741,0.35
120,qpu_opportunity,1,0,11,classical,0.022938913356155895,0,0.022938913356155895,0.005045834695920348,0.35
120,qpu_opportunity,1,0,12,classical,0.022938913356155895,0,0.022938913356155895,0.004843334900215268,0.35
120,qpu_opportunity,1,0,13,classical,0.0,0,0.0,0.00479395966976881,0.35
120,qpu_opportunity,1,0,14,classical,0.022938913356155895,0,0.022938913356155895,0.004944794927723706,0.35
120,qpu_opportunity,1,0,15,classical,1.0,1,0.48719378352810183,0.005138959968462586,0.35
120,qpu_opportunity,1,0,16,classical,1.0,1,0.2969135894745723,0.005262289778329432,0.35
120,qpu_opportunity,1,0,17,classical,0.00770851541560303,0,0.00770851541560303,0.004995624767616391,0.35
120,qpu_opportunity,1,0,18,classical,0.030647428771758925,0,0.030647428771758925,0.00504166993778199,0.35
120,qpu_opportunity,1,0,19,classical,0.07667285363132327,0,0.07667285363132327,0.005072290077805519,0.35
120,qpu_opportunity,1,0,20,classical,0.3661384783533855,0,0.3661384783533855,0.005504375440068543,0.35
120,qpu_opportunity,1,0,21,classical,1.0,1,0.014436959281245158,0.005081460112705827,0.35
120,qpu_opportunity,1,0,22,classical,1.0,1,0.3198525028307282,0.004984374972991645,0.35
120,qpu_opportunity,1,0,23,classical,0.022938913356155895,0,0.022938913356155895,0.004980000085197389,0.35
120,qpu_opportunity,1,0,24,classical,1.0,1,0.014436959281245158,0.005239169695414603,0.35
120,qpu_opportunity,1,0,25,classical,0.08776832527186926,0,0.08776832527186926,0.005034584901295602,0.35
120,qpu_opportunity,1,0,26,classical,1.0,1,0.0062291686777490324,0.005304170190356672,0.35
120,qpu_opportunity,1,0,27,classical,0.0,0,0.0,0.005129164783284068,0.35
120,qpu_opportunity,1,0,28,classical,0.3661384783533855,0,0.3661384783533855,0.005158334970474243,0.35
120,qpu_opportunity,1,0,29,classical,0.030647428771758925,0,0.030647428771758925,0.005450210301205516,0.35
