experiment,workload,seed,method,fidelity,quality_loss,delay_s,deadline_miss,infeasible,energy_j,money,cost_scalar,realized_fail,utility,utility_p10
exp10,qaoa,0,random,3,0.0683137051478892,0.005382531526265666,0.0,0.0,0.04306025221012533,0.0,0.005640893039526418,0.0,-0.06892788290936726,-0.1326002951439978
exp10,qaoa,0,random,4,0.0683137051478892,0.00521857276908122,0.0,0.0,0.04174858215264976,0.0,0.005469064261997119,0.0,-0.06891179908570697,-0.13248742843702635
exp10,qaoa,0,sequential,3,0.06663036837100919,0.09978678043901802,0.0,0.0,1.2622880000000003,5.049152e-08,0.10736303301501801,0.0,-0.08155480200561985,-0.20548063012038179
exp10,qaoa,0,sequential,4,0.06663036837100919,0.09978678043901802,0.0,0.0,1.2622880000000003,5.049152e-08,0.10736303301501801,0.0,-0.08155480200561985,-0.20548063012038179
exp10,qaoa,0,joint_bo,3,0.06663036837100919,0.30491199999999996,0.0,0.0,2.4392959999999997,0.0,0.31954777600000006,0.0,-0.10354320338629723,-0.2303366163259177
exp10,qaoa,0,joint_bo,4,0.06663036837100919,0.30491199999999996,0.0,0.0,2.4392959999999997,0.0,0.31954777600000006,0.0,-0.10354320338629723,-0.2303366163259177
exp10,qaoa,0,joint_mf,3,0.0,0.059665203949076,0.0,0.0,1.2684320000000002,5.073728e-08,0.067278332813076,0.0,-0.011316912534034693,-0.013704214483840634
exp10,qaoa,0,joint_mf,4,0.0,0.059665203949076,0.0,0.0,1.2684320000000002,5.073728e-08,0.067278332813076,0.0,-0.011316912534034693,-0.013704214483840634
exp10,qaoa,0,accuracy_only,3,0.09851425797892265,2.7512637246991383,0.55,0.0,5.384,0.001152,2.8411677246991376,0.0,-1.4771803461589657,-2.68774452049959
exp10,qaoa,0,accuracy_only,4,0.11041496429230566,3.0512450562603357,0.65,0.0,5.384,0.001152,3.1411490562603346,0.0,-1.6780111040939585,-2.681234492557535
exp10,qaoa,0,hand_designed,3,0.011529996549130037,9.229097450399443,1.0,0.9,220.48000000000002,0.061439999999999995,13.623977450399442,0.1,-11.508814203780538,-12.644593203265055
exp10,qaoa,0,hand_designed,4,0.023059993098260075,9.086403382685521,0.95,0.7,220.48000000000002,0.061439999999999995,13.481283382685518,0.05,-10.462246833763631,-12.258850159785261
exp10,qaoa,0,always_simulator,3,0.005764998274565019,3.982159999999999,0.8,0.0,31.857279999999992,0.0,4.173303680000001,0.0,-2.0810144907013166,-2.6101407436407262
exp10,qaoa,0,always_simulator,4,0.005764998274565019,3.982159999999999,0.8,0.0,31.857279999999992,0.0,4.173303680000001,0.0,-2.0810144907013166,-2.6101407436407262
exp10,qaoa,0,classical_only,3,0.0683137051478892,0.005807635025121272,0.0,0.0,0.04646108020097017,0.0,0.006086401506327092,0.0,-0.06898516673014984,-0.13272035648994268
exp10,qaoa,0,classical_only,4,0.0683137051478892,0.005695655738236383,0.0,0.0,0.04556524590589106,0.0,0.0059690472136717295,0.0,-0.06897189511921338,-0.13284030410984396
exp10,qaoa,0,oracle_placement,3,0.0683137051478892,0.00575271897832863,0.0,0.0,0.04602175182662904,0.0,0.006028849489288405,0.0,-0.06897859192371522,-0.13260201538335734
exp10,qaoa,0,oracle_placement,4,0.0683137051478892,0.006010895041981712,0.0,0.0,0.048087160335853696,0.0,0.006299418003996834,0.0,-0.0690018944200568,-0.13276722137606975
exp10,qaoa,1,random,3,0.053995897697301364,0.0057919057726394385,0.0,0.0,0.04633524618111551,0.0,0.0060699172497261315,0.0,-0.05476719871156112,-0.17637753263247957
exp10,qaoa,1,random,4,0.053995897697301364,0.0059475724992807955,0.0,0.0,0.047580579994246364,0.0,0.006233055979246274,0.0,-0.05478821096895074,-0.1765786168984034
exp10,qaoa,1,sequential,3,0.0737635579828432,23.79296,1.0,0.4,190.34368,0.0,24.935022080000003,0.0,-6.773273164720775,-9.831419608846685
exp10,qaoa,1,sequential,4,0.0737635579828432,23.79296,1.0,0.4,190.34368,0.0,24.935022080000003,0.0,-6.773273164720775,-9.831419608846685
exp10,qaoa,1,joint_bo,3,0.04801023743244635,0.12885541164862366,0.05,0.0,1.2684320000000002,5.073728e-08,0.13646854051262367,0.05,-0.16240237824590706,-0.23673432084012025
exp10,qaoa,1,joint_bo,4,0.04801023743244635,0.12885717213932799,0.05,0.0,1.2684320000000002,5.073728e-08,0.136470301003328,0.05,-0.16240243715832997,-0.23673432084012025
exp10,qaoa,1,joint_mf,3,0.053995897697301364,0.005296687711961567,0.0,0.0,0.04237350169569254,0.0,0.005550928722135723,0.0,-0.054700438205397175,-0.17629599646704988
exp10,qaoa,1,joint_mf,4,0.053995897697301364,0.005294791713822633,0.0,0.0,0.042358333710581064,0.0,0.00554894171608612,0.0,-0.05470047200800696,-0.17630204830191232
exp10,qaoa,1,accuracy_only,3,0.0,0.39660799999999996,0.05,0.0,3.1728639999999997,0.0,0.415645184,0.0,-0.142703654970968,-0.061457150087523824
exp10,qaoa,1,accuracy_only,4,0.0,0.39660799999999996,0.05,0.0,3.1728639999999997,0.0,0.415645184,0.0,-0.142703654970968,-0.061457150087523824
exp10,qaoa,1,hand_designed,3,0.007583184703934388,7.76821915239545,0.8,0.85,220.48000000000002,0.061439999999999995,12.16309915239545,0.1,-10.745993303782294,-12.112348009748654
exp10,qaoa,1,hand_designed,4,0.039671806860967114,7.986649598397236,1.0,0.6,220.48000000000002,0.061439999999999995,12.381529598397236,0.2,-9.946008761592827,-12.12378585089047
exp10,qaoa,1,always_simulator,3,0.003791592351967194,3.982159999999999,0.8,0.0,31.857279999999992,0.0,4.173303680000001,0.0,-2.089969301599833,-2.5799188803162
exp10,qaoa,1,always_simulator,4,0.003791592351967194,3.982159999999999,0.8,0.0,31.857279999999992,0.0,4.173303680000001,0.0,-2.089969301599833,-2.5799188803162
exp10,qaoa,1,classical_only,3,0.053995897697301364,0.005204624583711848,0.0,0.0,0.04163699666969478,0.0,0.0054544465637300175,0.0,-0.05468729595437281,-0.17627267264725166
exp10,qaoa,1,classical_only,4,0.053995897697301364,0.005278646276565269,0.0,0.0,0.04222917021252215,0.0,0.0055320212978404015,0.0,-0.054698826133958024,-0.17630612565474146
exp10,qaoa,1,oracle_placement,3,0.053995897697301364,0.005048042279668152,0.0,0.0,0.04038433823734522,0.0,0.005290348309092224,0.0,-0.05466765887501761,-0.17626261146894093
exp10,qaoa,1,oracle_placement,4,0.053995897697301364,0.005153206875547767,0.0,0.0,0.041225655004382133,0.0,0.005400560805574059,0.0,-0.05468163380459669,-0.17628393314595847
exp10,qaoa,2,random,3,0.0,0.037282549541353543,0.0,0.0,1.2684320000000002,5.073728e-08,0.044895678405353544,0.0,-0.010291062330998394,-0.011423242264780267
exp10,qaoa,2,random,4,0.0,0.037282549541353543,0.0,0.0,1.2684320000000002,5.073728e-08,0.044895678405353544,0.0,-0.010291062330998394,-0.011423242264780267
exp10,qaoa,2,sequential,3,0.012359719447955535,16.33957801281975,1.0,1.0,261.43999999999994,0.18432,27.12421801281975,0.05,-18.84623353590316,-19.229204491486307
exp10,qaoa,2,sequential,4,0.03083281891906762,16.13697789676632,1.0,1.0,261.43999999999994,0.18432,26.92161789676632,0.1,-19.014828228606863,-19.61886292258048
exp10,qaoa,2,joint_bo,3,0.02471943889591107,0.005380677554057911,0.0,0.0,0.04304542043246329,0.0,0.005638950076652691,0.0,-0.025281719023258126,-0.027696681257072923
exp10,qaoa,2,joint_bo,4,0.02471943889591107,0.005186531197978184,0.0,0.0,0.04149224958382547,0.0,0.005435484695481137,0.0,-0.025262123785350483,-0.027657940045477433
exp10,qaoa,2,joint_mf,3,0.0,0.037257973541353545,0.0,0.0,1.2622880000000003,5.049152e-08,0.04483422611735355,0.0,-0.010252423455064975,-0.011383531554478033
exp10,qaoa,2,joint_mf,4,0.0,0.037257973541353545,0.0,0.0,1.2622880000000003,5.049152e-08,0.04483422611735355,0.0,-0.010252423455064975,-0.011383531554478033
exp10,qaoa,2,accuracy_only,3,0.0,3.717552835291003,0.7,0.15,11.144000000000002,0.018432,4.706016835291004,0.0,-3.413815731321688,-6.287790671328969
exp10,qaoa,2,accuracy_only,4,0.0,4.032180266771851,0.75,0.0,11.144000000000002,0.018432,5.020644266771851,0.0,-2.783845435233235,-3.518186808671567
exp10,qaoa,2,hand_designed,3,0.013065143401146413,8.689319146742868,1.0,0.75,220.48000000000002,0.061439999999999995,13.08419914674287,0.05,-10.75132921190769,-12.299400606196935
exp10,qaoa,2,hand_designed,4,0.0002821695812763505,7.950533430118488,0.9,0.85,220.48000000000002,0.061439999999999995,12.345413430118487,0.0,-10.998430127947593,-12.359170653995161
exp10,qaoa,2,always_simulator,3,0.00014108479063817524,3.982159999999999,0.85,0.0,31.857279999999992,0.0,4.173303680000001,0.0,-2.1270975040012674,-2.5618702409548737
exp10,qaoa,2,always_simulator,4,0.00014108479063817524,3.982159999999999,0.85,0.0,31.857279999999992,0.0,4.173303680000001,0.0,-2.1270975040012674,-2.5618702409548737
exp10,qaoa,2,classical_only,3,0.02471943889591107,0.005111291335197166,0.0,0.0,0.040890330681577325,0.0,0.00535663331928663,0.0,-0.025254457882794613,-0.027642092539755348
exp10,qaoa,2,classical_only,4,0.02471943889591107,0.0053561144741252065,0.0,0.0,0.04284891579300165,0.0,0.005613207968883217,0.0,-0.025276018764593122,-0.027685394459059355
exp10,qaoa,2,oracle_placement,3,0.0,0.03560894837310394,0.0,0.0,1.2622880000000003,5.049152e-08,0.04318520094910395,0.0,-0.009516266495223458,-0.010924923317670615
exp10,qaoa,2,oracle_placement,4,0.0,0.03560894837310394,0.0,0.0,1.2622880000000003,5.049152e-08,0.04318520094910395,0.0,-0.009516266495223458,-0.010924923317670615
exp10,qaoa,3,random,3,0.004434574453239361,0.05158251120845694,0.0,0.0,1.2684320000000002,5.073728e-08,0.05919564007245694,0.0,-0.01558123863808169,-0.019266874317409338
exp10,qaoa,3,random,4,0.004434574453239361,0.05158251120845694,0.0,0.0,1.2684320000000002,5.073728e-08,0.05919564007245694,0.0,-0.01558123863808169,-0.019266874317409338
exp10,qaoa,3,sequential,3,0.0,0.051906684445127214,0.0,0.0,1.2622880000000003,5.049152e-08,0.059482937021127204,0.0,-0.010958764163796542,-0.01236145027882221
exp10,qaoa,3,sequential,4,0.0,0.051906684445127214,0.0,0.0,1.2622880000000003,5.049152e-08,0.059482937021127204,0.0,-0.010958764163796542,-0.01236145027882221
exp10,qaoa,3,joint_bo,3,0.06941228622115993,0.005484364344738424,0.0,0.1,0.04387491475790739,0.0,0.005747613833285868,0.0,-0.5700946689378362,-0.6983896287130607
exp10,qaoa,3,joint_bo,4,0.06941228622115993,0.005229239439358935,0.0,0.1,0.04183391551487148,0.0,0.005480242932448164,0.0,-0.5700625996508281,-0.6983470164279847
exp10,qaoa,3,joint_mf,3,0.06941228622115993,0.005097124201711267,0.0,0.1,0.04077699361369014,0.0,0.0053417861633934085,0.0,-0.5700487969797053,-0.6983425803413479
exp10,qaoa,3,joint_mf,4,0.06941228622115993,0.005194791447138414,0.0,0.1,0.04155833157710731,0.0,0.005444141436601057,0.0,-0.5700616838014722,-0.698319791240167
exp10,qaoa,3,accuracy_only,3,0.06941228622115993,0.005172739445697516,0.0,0.1,0.04138191556558013,0.0,0.005421030939090997,0.0,-0.5700581201547614,-0.698317522535564
exp10,qaoa,3,accuracy_only,4,0.06941228622115993,0.005351561936549842,0.0,0.1,0.04281249549239874,0.0,0.005608436909504235,0.0,-0.5700795597809135,-0.6983602049053312
exp10,qaoa,3,hand_designed,3,0.03192894324683194,7.266639847256054,0.95,0.75,220.48000000000002,0.061439999999999995,11.661519847256052,0.15,-10.644313366945578,-12.366102804064631
exp10,qaoa,3,hand_designed,4,0.011086436133098404,7.061838357998129,0.9,0.75,220.48000000000002,0.061439999999999995,11.456718357998128,0.05,-10.414234474641214,-12.085167218422566
exp10,qaoa,3,always_simulator,3,0.004434574453239361,3.982159999999999,0.75,0.0,31.857279999999992,0.0,4.173303680000001,0.0,-1.9071205425117514,-2.5280180570325985
exp10,qaoa,3,always_simulator,4,0.004434574453239361,3.982159999999999,0.75,0.0,31.857279999999992,0.0,4.173303680000001,0.0,-1.9071205425117514,-2.5280180570325985
exp10,qaoa,3,classical_only,3,0.06941228622115993,0.005126406264025718,0.0,0.1,0.041011250112205744,0.0,0.005372473764698953,0.0,-0.5700541428576409,-0.6983077143746268
exp10,qaoa,3,classical_only,4,0.06941228622115993,0.005351782077923417,0.0,0.1,0.04281425662338734,0.0,0.00560866761766374,0.0,-0.5700772738340041,-0.6983658189132259
exp10,qaoa,3,oracle_placement,3,0.06941228622115993,0.005450501310406253,0.0,0.1,0.04360401048325002,0.0,0.005712125373305753,0.0,-0.5700922941421497,-0.6983614030224947
exp10,qaoa,3,oracle_placement,4,0.06941228622115993,0.005405458447057754,0.0,0.1,0.04324366757646203,0.0,0.005664920452516526,0.0,-0.5700860338937199,-0.6983797026942714
exp10,qaoa,4,random,3,0.05042492122710622,0.24660800000000002,0.05,0.05,1.9728640000000002,0.0,0.25844518400000005,0.0,-0.4306459370005542,-0.2871987632648873
exp10,qaoa,4,random,4,0.05042492122710622,0.24660800000000002,0.05,0.05,1.9728640000000002,0.0,0.25844518400000005,0.0,-0.4306459370005542,-0.2871987632648873
exp10,qaoa,4,sequential,3,0.05568648905199882,0.005222770705586299,0.0,0.0,0.041782165644690394,0.0,0.005473463699454442,0.0,-0.05629309706289084,-0.28510502137212057
exp10,qaoa,4,sequential,4,0.05568648905199882,0.005240697006229311,0.0,0.0,0.04192557604983449,0.0,0.005492250462528318,0.0,-0.0562942153719969,-0.28510496116098244
exp10,qaoa,4,joint_bo,3,0.05568648905199882,0.005290312779834494,0.0,0.0,0.04232250223867595,0.0,0.00554424779326655,0.0,-0.05629825453656345,-0.28511660026355484
exp10,qaoa,4,joint_bo,4,0.05568648905199882,0.005114031519042328,0.0,0.0,0.040912252152338624,0.0,0.00535950503195636,0.0,-0.05627945943075737,-0.2851005698972365
