experiment,workload,seed,method,cfg_placement,quality_loss,delay_s,deadline_miss,infeasible,energy_j,money,cost_scalar,realized_fail,utility,utility_p10
revision_queue_envelope,vqc_cancer,0,random,remote_sim,0.031875000000000014,0.044050734481625324,0.0,0.0,2.3999999999999997e-05,9.6e-13,0.04405087852962534,0.0,-0.03485322568111262,-0.053063476730063966
revision_queue_envelope,vqc_cancer,0,sequential,local_sim,0.03437499999999999,0.0005120000000000001,0.0,0.0,0.004096000000000001,0.0,0.0005365760000000001,0.0,-0.03443503554503747,-0.03757678282104458
revision_queue_envelope,vqc_cancer,0,joint_bo,classical,0.03749999999999998,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.037605692019570224,-0.03765535513200927
revision_queue_envelope,vqc_cancer,0,joint_mf,local_sim,0.029375000000000012,0.00025600000000000004,0.0,0.0,0.0020480000000000003,0.0,0.00026828800000000004,0.0,-0.02940501777251876,-0.03753547190791349
revision_queue_envelope,vqc_cancer,0,accuracy_only,classical,0.03749999999999998,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.037605692019570224,-0.03765535513200927
revision_queue_envelope,vqc_cancer,0,hand_designed,qpu_A,0.04437500000000001,154.20775877174407,0.75,0.0,5.5120000000000005,0.0015359999999999998,154.31763077174406,0.0,-11.56050877540822,-49.53101536554942
revision_queue_envelope,vqc_cancer,0,always_simulator,local_sim,0.042500000000000024,0.00025600000000000004,0.0,0.0,0.0020480000000000003,0.0,0.00026828800000000004,0.0,-0.04253001777251877,-0.05003839141052235
revision_queue_envelope,vqc_cancer,0,classical_only,classical,0.03749999999999998,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.037605692019570224,-0.03765535513200927
revision_queue_envelope,vqc_cancer,0,oracle_placement,classical,0.03749999999999998,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.037605692019570224,-0.03765535513200927
revision_queue_envelope,vqc_cancer,1,random,classical,0.07499999999999996,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.07511390136394348,-0.07515407687121417
revision_queue_envelope,vqc_cancer,1,sequential,remote_sim,0.041875,0.022680716382128114,0.0,0.0,2.3999999999999997e-05,9.6e-13,0.022680860430128118,0.0,-0.04330996791561707,-0.0513890948140148
revision_queue_envelope,vqc_cancer,1,joint_bo,remote_sim,0.05562500000000002,0.022680684382128117,0.0,0.0,1.6000000000000003e-05,6.400000000000002e-13,0.02268078041412812,0.0,-0.05705991800061104,-0.07592158914906898
revision_queue_envelope,vqc_cancer,1,joint_mf,remote_sim,0.045000000000000005,0.022680716382128114,0.0,0.0,2.3999999999999997e-05,9.6e-13,0.022680860430128118,0.0,-0.046434967915617076,-0.05477357406877918
revision_queue_envelope,vqc_cancer,1,accuracy_only,qpu_A,0.039999999999999994,152.04217799340475,0.9,0.1,11.144000000000002,0.018432,153.03064199340477,0.0,-8.37109315096958,-8.831108878384155
revision_queue_envelope,vqc_cancer,1,hand_designed,qpu_A,0.05187500000000004,150.91577799340476,0.7,0.0,5.5120000000000005,0.0015359999999999998,151.02564999340476,0.0,-6.533754136945539,-7.826620580992729
revision_queue_envelope,vqc_cancer,1,always_simulator,local_sim,0.05125000000000004,0.00025600000000000004,0.0,0.0,0.0020480000000000003,0.0,0.00026828800000000004,0.0,-0.051277480048409096,-0.051290384424248166
revision_queue_envelope,vqc_cancer,1,classical_only,classical,0.07499999999999996,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.07511390136394348,-0.07515407687121417
revision_queue_envelope,vqc_cancer,1,oracle_placement,remote_sim,0.05562500000000002,0.022680684382128117,0.0,0.0,1.6000000000000003e-05,6.400000000000002e-13,0.02268078041412812,0.0,-0.05705991800061104,-0.07592158914906898
revision_queue_envelope,vqc_cancer,2,random,classical,0.050000000000000044,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.050105795073762074,-0.05013979279262532
revision_queue_envelope,vqc_cancer,2,sequential,local_sim,0.050625000000000045,0.0015359999999999998,0.0,0.0,0.012287999999999999,0.0,0.0016097280000000002,0.0,-0.050783411946867675,-0.05024395710320488
revision_queue_envelope,vqc_cancer,2,joint_bo,local_sim,0.050625000000000045,0.002304,0.0,0.0,0.018432,0.0,0.002414592,0.0,-0.05086261792030149,-0.050365935654807306
revision_queue_envelope,vqc_cancer,2,joint_mf,classical,0.050000000000000044,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.050105795073762074,-0.05013979279262532
revision_queue_envelope,vqc_cancer,2,accuracy_only,local_sim,0.050000000000000044,0.0007679999999999999,0.0,0.0,0.006143999999999999,0.0,0.0008048640000000001,0.0,-0.05007920597343386,-0.05011289743248592
