seed,regime,phase,candidate,draw,placement,action_loss,service_violation,quality_loss,delay_s,deadline_s
120,qpu_opportunity,2,0,0,classical,1.0,1,0.014436959281245158,0.005425210110843182,0.35
120,qpu_opportunity,2,0,1,classical,0.08005980985626623,0,0.08005980985626623,0.005543329752981663,0.35
120,qpu_opportunity,2,0,2,classical,1.0,1,0.0062291686777490324,0.005543124862015247,0.35
120,qpu_opportunity,2,0,3,classical,1.0,1,0.5738292037900561,0.0053781247697770596,0.35
120,qpu_opportunity,2,0,4,classical,0.1781676152188882,0,0.1781676152188882,0.005032914923503995,0.35
120,qpu_opportunity,2,0,5,classical,1.0,1,0.2892050740589693,0.005597085109911859,0.35
120,qpu_opportunity,2,0,6,classical,0.2011065285750439,0,0.2011065285750439,0.005024999845772982,0.35
120,qpu_opportunity,2,0,7,classical,1.0,1,0.6130099544950551,0.005180829903110862,0.35
120,qpu_opportunity,2,0,8,classical,0.00770851541560303,0,0.00770851541560303,0.0050331250531598926,0.35
120,qpu_opportunity,2,0,9,classical,1.0,1,0.2892050740589693,0.0052854150999337435,0.35
120,qpu_opportunity,2,1,0,classical,0.08005980985626623,0,0.08005980985626623,0.004991039750166237,0.35
120,qpu_opportunity,2,1,1,classical,0.0,0,0.0,0.005439165397547185,0.35
120,qpu_opportunity,2,1,2,classical,1.0,1,1.0172257687763837,0.005282289930619299,0.35
120,qpu_opportunity,2,1,3,classical,1.0,1,0.30339978702985887,0.005502710118889809,0.35
120,qpu_opportunity,2,1,4,classical,0.06846506302782733,0,0.06846506302782733,0.004940209910273552,0.35
120,qpu_opportunity,2,1,5,classical,1.0,1,0.5508902904339003,0.005289164837449789,0.35
120,qpu_opportunity,2,1,6,classical,0.08776832527186926,0,0.08776832527186926,0.005413750186562538,0.35
120,qpu_opportunity,2,1,7,classical,0.0,0,0.0,0.004994794726371765,0.35
120,qpu_opportunity,2,1,8,classical,1.0,1,0.014436959281245158,0.005476045189425349,0.35
120,qpu_opportunity,2,1,9,classical,1.0,1,0.31214398741512517,0.005316665046848357,0.35
120,qpu_opportunity,2,2,0,qpu_A,1.0,1,0.0,2.1450413245685995,0.35
120,qpu_opportunity,2,2,1,qpu_A,0.0,0,0.0,0.20920175900307197,0.35
120,qpu_opportunity,2,2,2,qpu_A,0.0,0,0.0,0.20231979660511612,0.35
120,qpu_opportunity,2,2,3,qpu_A,0.0,0,0.0,0.19656737507223485,0.35
